fecha_hora,id_punto,parque,lat,lon,presencia,id_rana,id_usuario,observaciones
2026-04-17 00:13:00,4,Harnecker,-39.819605,-73.236774,0,0,2,Sin avistamiento
2026-04-17 00:13:00,5,Collico,-39.816819,-73.199889,0,0,2,Sin avistamiento
2026-04-17 00:14:00,1,El Bosque,-39.838953,-73.243442,0,0,3,Sin avistamiento
2026-04-17 00:14:00,2,Saval,-39.805155,-73.259254,0,0,2,Sin avistamiento
2026-04-17 00:14:00,3,Kramer,-39.834635,-73.228122,0,0,3,Sin avistamiento
2026-04-17 00:14:00,4,Harnecker,-39.821678,-73.236334,0,0,1,Sin avistamiento
2026-04-17 00:14:00,5,Collico,-39.820038,-73.199390,0,0,1,Sin avistamiento
2026-04-17 00:15:00,1,El Bosque,-39.840052,-73.245345,0,0,2,Sin avistamiento
2026-04-17 00:15:00,2,Saval,-39.804094,-73.260167,0,0,2,Sin avistamiento
2026-04-17 00:15:00,3,Kramer,-39.835950,-73.225306,0,0,1,Sin avistamiento
2026-04-17 00:15:00,4,Harnecker,-39.821425,-73.235777,0,0,2,Sin avistamiento
2026-04-17 00:15:00,5,Collico,-39.816551,-73.197669,0,0,1,Sin avistamiento
2026-04-17 00:16:00,1,El Bosque,-39.838540,-73.244009,0,0,1,Sin avistamiento
2026-04-17 00:16:00,2,Saval,-39.801865,-73.257293,1,3,1,Múltiples individuos
2026-04-17 00:16:00,3,Kramer,-39.833308,-73.226974,0,0,1,Sin avistamiento
2026-04-17 00:16:00,4,Harnecker,-39.822080,-73.233724,0,0,1,Sin avistamiento
2026-04-17 00:16:00,5,Collico,-39.816627,-73.199782,0,0,2,Sin avistamiento
2026-04-17 00:17:00,1,El Bosque,-39.839177,-73.245195,0,0,1,Sin avistamiento
2026-04-17 00:17:00,2,Saval,-39.803057,-73.257091,0,0,3,Sin avistamiento
2026-04-17 00:17:00,3,Kramer,-39.835762,-73.228036,0,0,3,Sin avistamiento
2026-04-17 00:17:00,4,Harnecker,-39.820519,-73.234328,0,0,2,Sin avistamiento
2026-04-17 00:17:00,5,Collico,-39.820296,-73.199017,0,0,1,Sin avistamiento
2026-04-17 00:18:00,1,El Bosque,-39.840694,-73.244050,1,3,2,Múltiples individuos
2026-04-17 00:18:00,2,Saval,-39.802864,-73.259342,0,0,3,Sin avistamiento
2026-04-17 00:18:00,3,Kramer,-39.833354,-73.228420,1,3,3,Múltiples individuos
2026-04-17 00:18:00,4,Harnecker,-39.822408,-73.234757,1,3,1,Ejemplar adulto
2026-04-17 00:18:00,5,Collico,-39.819543,-73.200219,0,0,2,Sin avistamiento
2026-04-17 00:19:00,1,El Bosque,-39.840994,-73.244344,0,0,3,Sin avistamiento
2026-04-17 00:19:00,2,Saval,-39.805226,-73.257818,1,3,3,Múltiples individuos
2026-04-17 00:19:00,3,Kramer,-39.835779,-73.224890,0,0,1,Sin avistamiento
2026-04-17 00:19:00,4,Harnecker,-39.820585,-73.237404,0,0,3,Sin avistamiento
2026-04-17 00:19:00,5,Collico,-39.816593,-73.198643,0,0,2,Sin avistamiento
2026-04-17 00:20:00,1,El Bosque,-39.841136,-73.244298,0,0,2,Sin avistamiento
2026-04-17 00:20:00,2,Saval,-39.804599,-73.259764,0,0,1,Sin avistamiento
2026-04-17 00:20:00,3,Kramer,-39.836347,-73.225648,0,0,2,Sin avistamiento
2026-04-17 00:20:00,4,Harnecker,-39.821544,-73.235547,0,0,1,Sin avistamiento
2026-04-17 00:20:00,5,Collico,-39.818670,-73.199433,0,0,3,Sin avistamiento
2026-04-17 00:21:00,1,El Bosque,-39.840008,-73.242219,0,0,3,Sin avistamiento
2026-04-17 00:21:00,2,Saval,-39.804512,-73.260676,0,0,1,Sin avistamiento
2026-04-17 00:21:00,3,Kramer,-39.835063,-73.226409,0,0,2,Sin avistamiento
2026-04-17 00:21:00,4,Harnecker,-39.821732,-73.235481,0,0,1,Sin avistamiento
2026-04-17 00:21:00,5,Collico,-39.818045,-73.199344,0,0,2,Sin avistamiento
2026-04-17 00:22:00,1,El Bosque,-39.841185,-73.243215,0,0,3,Sin avistamiento
2026-04-17 00:22:00,2,Saval,-39.804672,-73.259927,0,0,1,Sin avistamiento
2026-04-17 00:22:00,3,Kramer,-39.836410,-73.227821,1,3,2,Vocalización
2026-04-17 00:22:00,4,Harnecker,-39.819636,-73.234518,0,0,2,Sin avistamiento
2026-04-17 00:22:00,5,Collico,-39.819332,-73.197229,0,0,2,Sin avistamiento
2026-04-17 00:23:00,1,El Bosque,-39.839603,-73.243135,1,1,1,Ejemplar adulto
2026-04-17 00:23:00,2,Saval,-39.804910,-73.256947,0,0,2,Sin avistamiento
2026-04-17 00:23:00,3,Kramer,-39.833072,-73.225806,0,0,3,Sin avistamiento
2026-04-17 00:23:00,4,Harnecker,-39.819244,-73.233773,0,0,2,Sin avistamiento
2026-04-17 00:23:00,5,Collico,-39.817496,-73.198455,0,0,1,Sin avistamiento
2026-04-17 00:24:00,1,El Bosque,-39.838311,-73.241796,0,0,3,Sin avistamiento
2026-04-17 00:24:00,2,Saval,-39.803437,-73.259654,0,0,2,Sin avistamiento
2026-04-17 00:24:00,3,Kramer,-39.834141,-73.227546,0,0,3,Sin avistamiento
2026-04-17 00:24:00,4,Harnecker,-39.820245,-73.235154,0,0,1,Sin avistamiento
2026-04-17 00:24:00,5,Collico,-39.817635,-73.198245,0,0,2,Sin avistamiento
2026-04-17 00:25:00,1,El Bosque,-39.840995,-73.245216,0,0,1,Sin avistamiento
2026-04-17 00:25:00,2,Saval,-39.802104,-73.256847,0,0,3,Sin avistamiento
2026-04-17 00:25:00,3,Kramer,-39.832991,-73.226953,0,0,1,Sin avistamiento
2026-04-17 00:25:00,4,Harnecker,-39.821587,-73.236057,0,0,3,Sin avistamiento
2026-04-17 00:25:00,5,Collico,-39.817013,-73.200279,0,0,2,Sin avistamiento
2026-04-17 00:26:00,1,El Bosque,-39.840105,-73.245196,0,0,1,Sin avistamiento
2026-04-17 00:26:00,2,Saval,-39.803739,-73.257903,0,0,1,Sin avistamiento
2026-04-17 00:26:00,3,Kramer,-39.833388,-73.226665,0,0,3,Sin avistamiento
2026-04-17 00:26:00,4,Harnecker,-39.819677,-73.237109,0,0,1,Sin avistamiento
2026-04-17 00:26:00,5,Collico,-39.820487,-73.200058,0,0,2,Sin avistamiento
2026-04-17 00:27:00,1,El Bosque,-39.840944,-73.243242,0,0,1,Sin avistamiento
2026-04-17 00:27:00,2,Saval,-39.803516,-73.257408,1,3,3,Vocalización
2026-04-17 00:27:00,3,Kramer,-39.835150,-73.227414,0,0,1,Sin avistamiento
2026-04-17 00:27:00,4,Harnecker,-39.819445,-73.235869,0,0,1,Sin avistamiento
2026-04-17 00:27:00,5,Collico,-39.819366,-73.199116,0,0,1,Sin avistamiento
2026-04-17 00:28:00,1,El Bosque,-39.841166,-73.243819,0,0,1,Sin avistamiento
2026-04-17 00:28:00,2,Saval,-39.801904,-73.259659,0,0,2,Sin avistamiento
2026-04-17 00:28:00,3,Kramer,-39.834954,-73.227393,1,1,2,Ejemplar adulto
2026-04-17 00:28:00,4,Harnecker,-39.820258,-73.236542,0,0,3,Sin avistamiento
2026-04-17 00:28:00,5,Collico,-39.818838,-73.198191,1,4,3,Vocalización
2026-04-17 00:29:00,1,El Bosque,-39.840444,-73.241963,0,0,1,Sin avistamiento
2026-04-17 00:29:00,2,Saval,-39.805088,-73.258108,0,0,2,Sin avistamiento
2026-04-17 00:29:00,3,Kramer,-39.835643,-73.227071,0,0,2,Sin avistamiento
2026-04-17 00:29:00,4,Harnecker,-39.819306,-73.237360,0,0,3,Sin avistamiento
2026-04-17 00:29:00,5,Collico,-39.817721,-73.200194,0,0,3,Sin avistamiento
2026-04-17 00:30:00,1,El Bosque,-39.838510,-73.244791,1,3,3,Ejemplar adulto
2026-04-17 00:30:00,2,Saval,-39.802647,-73.258056,0,0,2,Sin avistamiento
2026-04-17 00:30:00,3,Kramer,-39.835252,-73.226039,0,0,3,Sin avistamiento
2026-04-17 00:30:00,4,Harnecker,-39.820070,-73.236225,0,0,2,Sin avistamiento
2026-04-17 00:30:00,5,Collico,-39.817464,-73.201158,0,0,3,Sin avistamiento
2026-04-17 00:31:00,1,El Bosque,-39.839900,-73.244187,0,0,1,Sin avistamiento
2026-04-17 00:31:00,2,Saval,-39.802812,-73.260306,0,0,2,Sin avistamiento
2026-04-17 00:31:00,3,Kramer,-39.835969,-73.227463,1,3,2,Vocalización
2026-04-17 00:31:00,4,Harnecker,-39.821263,-73.237133,0,0,3,Sin avistamiento
2026-04-17 00:31:00,5,Collico,-39.817785,-73.199108,0,0,3,Sin avistamiento
2026-04-17 00:32:00,1,El Bosque,-39.837994,-73.243926,0,0,1,Sin avistamiento
2026-04-17 00:32:00,2,Saval,-39.802541,-73.260595,1,5,1,Vocalización
2026-04-17 00:32:00,3,Kramer,-39.836614,-73.224902,1,2,3,Ejemplar adulto
2026-04-17 00:32:00,4,Harnecker,-39.818602,-73.234709,0,0,3,Sin avistamiento
2026-04-17 00:32:00,5,Collico,-39.818755,-73.199764,0,0,3,Sin avistamiento
2026-04-17 00:33:00,1,El Bosque,-39.839487,-73.242613,1,1,2,Vocalización
2026-04-17 00:33:00,2,Saval,-39.802971,-73.260482,0,0,1,Sin avistamiento
2026-04-17 00:33:00,3,Kramer,-39.836397,-73.228748,0,0,2,Sin avistamiento
2026-04-17 00:33:00,4,Harnecker,-39.820348,-73.237143,0,0,2,Sin avistamiento
2026-04-17 00:33:00,5,Collico,-39.819523,-73.201145,0,0,3,Sin avistamiento
2026-04-17 00:34:00,1,El Bosque,-39.841060,-73.241974,0,0,3,Sin avistamiento
2026-04-17 00:34:00,2,Saval,-39.802310,-73.259341,0,0,3,Sin avistamiento
2026-04-17 00:34:00,3,Kramer,-39.833191,-73.225998,0,0,3,Sin avistamiento
2026-04-17 00:34:00,4,Harnecker,-39.819578,-73.234102,0,0,2,Sin avistamiento
2026-04-17 00:34:00,5,Collico,-39.820189,-73.198509,0,0,2,Sin avistamiento
2026-04-17 00:35:00,1,El Bosque,-39.838469,-73.244990,1,4,3,Vocalización
2026-04-17 00:35:00,2,Saval,-39.804956,-73.257028,0,0,1,Sin avistamiento
2026-04-17 00:35:00,3,Kramer,-39.834927,-73.227407,0,0,1,Sin avistamiento
2026-04-17 00:35:00,4,Harnecker,-39.819417,-73.236988,0,0,1,Sin avistamiento
2026-04-17 00:35:00,5,Collico,-39.817726,-73.200931,1,4,2,Vocalización
2026-04-17 00:36:00,1,El Bosque,-39.841006,-73.245687,0,0,2,Sin avistamiento
2026-04-17 00:36:00,2,Saval,-39.802681,-73.258825,0,0,2,Sin avistamiento
2026-04-17 00:36:00,3,Kramer,-39.833668,-73.228277,0,0,1,Sin avistamiento
2026-04-17 00:36:00,4,Harnecker,-39.820203,-73.236994,0,0,3,Sin avistamiento
2026-04-17 00:36:00,5,Collico,-39.818600,-73.199228,0,0,3,Sin avistamiento
2026-04-17 00:37:00,1,El Bosque,-39.837860,-73.244450,0,0,1,Sin avistamiento
2026-04-17 00:37:00,2,Saval,-39.801557,-73.260211,0,0,2,Sin avistamiento
2026-04-17 00:37:00,3,Kramer,-39.836145,-73.226040,0,0,3,Sin avistamiento
2026-04-17 00:37:00,4,Harnecker,-39.818720,-73.236121,0,0,3,Sin avistamiento
2026-04-17 00:37:00,5,Collico,-39.816738,-73.199233,0,0,2,Sin avistamiento
2026-04-17 00:38:00,1,El Bosque,-39.840951,-73.243397,0,0,1,Sin avistamiento
2026-04-17 00:38:00,2,Saval,-39.805165,-73.258330,1,2,2,Múltiples individuos
2026-04-17 00:38:00,3,Kramer,-39.834248,-73.228151,0,0,3,Sin avistamiento
2026-04-17 00:38:00,4,Harnecker,-39.822221,-73.234275,0,0,3,Sin avistamiento
2026-04-17 00:38:00,5,Collico,-39.819600,-73.200641,0,0,1,Sin avistamiento
2026-04-17 00:39:00,1,El Bosque,-39.838006,-73.245407,0,0,3,Sin avistamiento
2026-04-17 00:39:00,2,Saval,-39.801579,-73.259460,1,5,1,Múltiples individuos
2026-04-17 00:39:00,3,Kramer,-39.833566,-73.225187,0,0,3,Sin avistamiento
2026-04-17 00:39:00,4,Harnecker,-39.820339,-73.234649,0,0,2,Sin avistamiento
2026-04-17 00:39:00,5,Collico,-39.818519,-73.197899,0,0,3,Sin avistamiento
2026-04-17 00:40:00,1,El Bosque,-39.840978,-73.244872,1,3,3,Vocalización
2026-04-17 00:40:00,2,Saval,-39.804707,-73.258901,0,0,2,Sin avistamiento
2026-04-17 00:40:00,3,Kramer,-39.836181,-73.227658,0,0,1,Sin avistamiento
2026-04-17 00:40:00,4,Harnecker,-39.821004,-73.237653,1,2,3,Ejemplar adulto
2026-04-17 00:40:00,5,Collico,-39.819229,-73.197991,0,0,1,Sin avistamiento
2026-04-17 00:41:00,1,El Bosque,-39.837407,-73.243371,0,0,3,Sin avistamiento
2026-04-17 00:41:00,2,Saval,-39.802494,-73.260723,0,0,2,Sin avistamiento
2026-04-17 00:41:00,3,Kramer,-39.833751,-73.226904,0,0,3,Sin avistamiento
2026-04-17 00:41:00,4,Harnecker,-39.819840,-73.237124,0,0,3,Sin avistamiento
2026-04-17 00:41:00,5,Collico,-39.816761,-73.198498,0,0,2,Sin avistamiento
2026-04-17 00:42:00,1,El Bosque,-39.837774,-73.244434,1,5,2,Ejemplar adulto
2026-04-17 00:42:00,2,Saval,-39.802990,-73.258640,0,0,1,Sin avistamiento
2026-04-17 00:42:00,3,Kramer,-39.835633,-73.227075,0,0,3,Sin avistamiento
2026-04-17 00:42:00,4,Harnecker,-39.819995,-73.235570,0,0,2,Sin avistamiento
2026-04-17 00:42:00,5,Collico,-39.819712,-73.199232,0,0,3,Sin avistamiento
2026-04-17 00:43:00,1,El Bosque,-39.838580,-73.242787,1,3,2,Múltiples individuos
2026-04-17 00:43:00,2,Saval,-39.803519,-73.259879,0,0,1,Sin avistamiento
2026-04-17 00:43:00,3,Kramer,-39.834532,-73.226121,0,0,2,Sin avistamiento
2026-04-17 00:43:00,4,Harnecker,-39.819267,-73.234458,0,0,3,Sin avistamiento
2026-04-17 00:43:00,5,Collico,-39.819409,-73.197989,0,0,3,Sin avistamiento
2026-04-17 00:44:00,1,El Bosque,-39.838701,-73.243116,0,0,3,Sin avistamiento
2026-04-17 00:44:00,2,Saval,-39.805262,-73.258421,0,0,3,Sin avistamiento
2026-04-17 00:44:00,3,Kramer,-39.835450,-73.228459,0,0,2,Sin avistamiento
2026-04-17 00:44:00,4,Harnecker,-39.822376,-73.237060,0,0,3,Sin avistamiento
2026-04-17 00:44:00,5,Collico,-39.816788,-73.198764,0,0,2,Sin avistamiento
2026-04-17 00:45:00,1,El Bosque,-39.837977,-73.244916,0,0,1,Sin avistamiento
2026-04-17 00:45:00,2,Saval,-39.805319,-73.260345,0,0,3,Sin avistamiento
2026-04-17 00:45:00,3,Kramer,-39.833138,-73.225930,0,0,2,Sin avistamiento
2026-04-17 00:45:00,4,Harnecker,-39.820611,-73.234564,0,0,2,Sin avistamiento
2026-04-17 00:45:00,5,Collico,-39.819046,-73.197662,0,0,2,Sin avistamiento
2026-04-17 00:46:00,1,El Bosque,-39.837996,-73.243621,0,0,2,Sin avistamiento
2026-04-17 00:46:00,2,Saval,-39.805003,-73.256946,0,0,3,Sin avistamiento
2026-04-17 00:46:00,3,Kramer,-39.834975,-73.226832,0,0,3,Sin avistamiento
2026-04-17 00:46:00,4,Harnecker,-39.822322,-73.237596,0,0,3,Sin avistamiento
2026-04-17 00:46:00,5,Collico,-39.820055,-73.197568,0,0,1,Sin avistamiento
2026-04-17 00:47:00,1,El Bosque,-39.840671,-73.242030,0,0,1,Sin avistamiento
2026-04-17 00:47:00,2,Saval,-39.804452,-73.260660,0,0,3,Sin avistamiento
2026-04-17 00:47:00,3,Kramer,-39.832807,-73.228040,1,2,1,Ejemplar adulto
2026-04-17 00:47:00,4,Harnecker,-39.822059,-73.233941,0,0,2,Sin avistamiento
2026-04-17 00:47:00,5,Collico,-39.817944,-73.197571,1,2,1,Vocalización
2026-04-17 00:48:00,1,El Bosque,-39.839454,-73.241879,0,0,3,Sin avistamiento
2026-04-17 00:48:00,2,Saval,-39.803507,-73.257041,0,0,2,Sin avistamiento
2026-04-17 00:48:00,3,Kramer,-39.834099,-73.225507,0,0,3,Sin avistamiento
2026-04-17 00:48:00,4,Harnecker,-39.819630,-73.235451,0,0,1,Sin avistamiento
2026-04-17 00:48:00,5,Collico,-39.819723,-73.200930,0,0,1,Sin avistamiento
2026-04-17 00:49:00,1,El Bosque,-39.841314,-73.243079,1,2,1,Ejemplar adulto
2026-04-17 00:49:00,2,Saval,-39.803649,-73.257104,1,1,3,Múltiples individuos
2026-04-17 00:49:00,3,Kramer,-39.836613,-73.227121,0,0,2,Sin avistamiento
2026-04-17 00:49:00,4,Harnecker,-39.821371,-73.237093,0,0,1,Sin avistamiento
2026-04-17 00:49:00,5,Collico,-39.819831,-73.200028,1,4,1,Múltiples individuos
2026-04-17 00:50:00,1,El Bosque,-39.839933,-73.243358,0,0,1,Sin avistamiento
2026-04-17 00:50:00,2,Saval,-39.805196,-73.259109,0,0,3,Sin avistamiento
2026-04-17 00:50:00,3,Kramer,-39.834056,-73.226787,0,0,2,Sin avistamiento
2026-04-17 00:50:00,4,Harnecker,-39.822455,-73.235463,1,4,2,Vocalización
2026-04-17 00:50:00,5,Collico,-39.819366,-73.198327,0,0,3,Sin avistamiento
2026-04-17 00:51:00,1,El Bosque,-39.839960,-73.244273,0,0,3,Sin avistamiento
2026-04-17 00:51:00,2,Saval,-39.803206,-73.259912,0,0,1,Sin avistamiento
2026-04-17 00:51:00,3,Kramer,-39.833118,-73.225511,0,0,1,Sin avistamiento
2026-04-17 00:51:00,4,Harnecker,-39.820359,-73.237276,0,0,3,Sin avistamiento
2026-04-17 00:51:00,5,Collico,-39.819941,-73.198896,0,0,2,Sin avistamiento
2026-04-17 00:52:00,1,El Bosque,-39.839871,-73.245043,0,0,1,Sin avistamiento
2026-04-17 00:52:00,2,Saval,-39.805301,-73.260552,0,0,1,Sin avistamiento
2026-04-17 00:52:00,3,Kramer,-39.834163,-73.225614,1,1,1,Múltiples individuos
2026-04-17 00:52:00,4,Harnecker,-39.819571,-73.235780,0,0,1,Sin avistamiento
2026-04-17 00:52:00,5,Collico,-39.817145,-73.201128,0,0,1,Sin avistamiento
2026-04-17 00:53:00,1,El Bosque,-39.840233,-73.243347,0,0,2,Sin avistamiento
2026-04-17 00:53:00,2,Saval,-39.801840,-73.256929,0,0,1,Sin avistamiento
2026-04-17 00:53:00,3,Kramer,-39.836332,-73.224965,0,0,3,Sin avistamiento
2026-04-17 00:53:00,4,Harnecker,-39.820559,-73.234901,0,0,1,Sin avistamiento
2026-04-17 00:53:00,5,Collico,-39.820358,-73.198973,0,0,3,Sin avistamiento
2026-04-17 00:54:00,1,El Bosque,-39.838475,-73.243571,1,1,3,Vocalización
2026-04-17 00:54:00,2,Saval,-39.802059,-73.258035,0,0,1,Sin avistamiento
2026-04-17 00:54:00,3,Kramer,-39.832819,-73.225868,0,0,2,Sin avistamiento
2026-04-17 00:54:00,4,Harnecker,-39.820457,-73.234897,0,0,1,Sin avistamiento
2026-04-17 00:54:00,5,Collico,-39.817888,-73.198833,0,0,3,Sin avistamiento
2026-04-17 00:55:00,1,El Bosque,-39.838089,-73.244203,1,2,2,Vocalización
2026-04-17 00:55:00,2,Saval,-39.803038,-73.257062,0,0,1,Sin avistamiento
2026-04-17 00:55:00,3,Kramer,-39.835737,-73.225640,0,0,2,Sin avistamiento
2026-04-17 00:55:00,4,Harnecker,-39.819589,-73.237491,0,0,1,Sin avistamiento
2026-04-17 00:55:00,5,Collico,-39.820267,-73.197622,1,3,3,Múltiples individuos
2026-04-17 00:56:00,1,El Bosque,-39.837747,-73.245268,0,0,1,Sin avistamiento
2026-04-17 00:56:00,2,Saval,-39.805410,-73.259527,0,0,2,Sin avistamiento
2026-04-17 00:56:00,3,Kramer,-39.835770,-73.227737,0,0,3,Sin avistamiento
2026-04-17 00:56:00,4,Harnecker,-39.819058,-73.236051,1,1,2,Múltiples individuos
2026-04-17 00:56:00,5,Collico,-39.818211,-73.197702,1,3,2,Múltiples individuos
2026-04-17 00:57:00,1,El Bosque,-39.841255,-73.241977,0,0,1,Sin avistamiento
2026-04-17 00:57:00,2,Saval,-39.803768,-73.259078,0,0,3,Sin avistamiento
2026-04-17 00:57:00,3,Kramer,-39.833012,-73.225582,0,0,1,Sin avistamiento
2026-04-17 00:57:00,4,Harnecker,-39.820785,-73.235191,0,0,1,Sin avistamiento
2026-04-17 00:57:00,5,Collico,-39.819552,-73.199442,0,0,1,Sin avistamiento
2026-04-17 00:58:00,1,El Bosque,-39.837974,-73.243353,1,1,3,Ejemplar adulto
2026-04-17 00:58:00,2,Saval,-39.802240,-73.260086,0,0,3,Sin avistamiento
2026-04-17 00:58:00,3,Kramer,-39.832624,-73.228299,0,0,2,Sin avistamiento
2026-04-17 00:58:00,4,Harnecker,-39.822358,-73.234780,0,0,2,Sin avistamiento
2026-04-17 00:58:00,5,Collico,-39.820402,-73.198003,0,0,1,Sin avistamiento
2026-04-17 00:59:00,1,El Bosque,-39.838136,-73.243630,0,0,1,Sin avistamiento
